Count,Geometry,Phase,Orientation,Angle,r/D,L/D,H/D,Froude_No,Fluid_Reynolds,Archimedes_No,Stokes_No,Particle_Reynolds,Diameter_Ratio,Density_Ratio,Hardness,Volume_Fraction,Particle_Sharpness,Erosion_Ratio(mm/kg),-20%,+20%,Reference
222,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0211896,0.385,84,0.075,0.909090909090909,968.685346479017,0.010987769426601,1,0.00122644544807,0.000981156358456,0.001471734537684,karimi Thesis - TABLE a5
223,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,1120,0.0211896,0.385,84,0.075,0.909090909090909,968.685346479017,0.00997584783490273,1,0.00256266150840834,0.00205012920672667,0.00307519381009001,karimi Thesis - TABLE a5
224,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,20.3636363636364,5.06714876033058E-10,1.21527777777778E-05,0.0636363636363636,0.003125,0.909090909090909,968.685346479017,0.0161415693447724,1,9.02192266372629E-06,7.21753813098103E-06,1.08263071964715E-05,karimi Thesis - TABLE a6
225,DI,Liquid-solid,V-H,90,0,354.330708661417,1.5875,49.9745093024473,20.3636363636364,5.06714876033058E-10,1.21527777777778E-05,0.0636363636363636,0.003125,0.909090909090909,968.685346479017,0.0219838968504163,1,1.22878851933397E-05,9.83030815467176E-06,1.47454622320076E-05,karimi Thesis - TABLE a6
226,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,20.3636363636364,5.06714876033058E-10,1.21527777777778E-05,0.0636363636363636,0.003125,0.909090909090909,968.685346479017,0.0203748870420284,1,9.11640988095933E-06,7.29312790476746E-06,1.09396918571512E-05,karimi Thesis - TABLE a6
227,DI,Liquid-solid,V-H,45,0,354.330708661417,1.5875,49.9745093024473,20.3636363636364,5.06714876033058E-10,1.21527777777778E-05,0.0636363636363636,0.003125,0.909090909090909,968.685346479017,0.0227247354232066,1,1.08346387867744E-05,8.66771102941952E-06,1.30015665441293E-05,karimi Thesis - TABLE a6
228,DI,Liquid-solid,V-H,90,0,354.330708661417,0.714285714285714,19.0803563144801,350,0.01848571875,0.0547123015873016,12.5,0.0357142857142857,0.453309156844968,7594.49311639549,0.00451263537906137,1,0.000375878783050381,0.000300703026440305,0.000451054539660457,https://www.sciencedirect.com/science/article/pii/S0043164809003986
229,DI,Liquid-solid,V-H,90,0,354.330708661417,0.714285714285714,28.6205344717201,525,0.01848571875,0.0820684523809524,18.75,0.0357142857142857,0.453309156844968,3375.33027395355,0.00451263537906137,1,0.00162614333749893,0.00130091466999914,0.00195137200499872,https://www.sciencedirect.com/science/article/pii/S0043164809003986
230,DI,Liquid-solid,V-H,90,0,354.330708661417,0.714285714285714,38.1607126289602,700,0.01848571875,0.109424603174603,25,0.0357142857142857,0.453309156844968,1898.62327909887,0.00451263537906137,1,0.00215786362843148,0.00172629090274518,0.00258943635411777,https://www.sciencedirect.com/science/article/pii/S0043164809003986
231,DI,Liquid-solid,V-H,75,0,354.330708661417,0.714285714285714,19.0803563144801,350,0.01848571875,0.0547123015873016,12.5,0.0357142857142857,0.453309156844968,7594.49311639549,0.00451263537906137,1,0.00113135653542724,0.000905085228341794,0.00135762784251269,https://www.sciencedirect.com/science/article/pii/S0043164809003986
232,DI,Liquid-solid,V-H,45,0,354.330708661417,0.714285714285714,19.0803563144801,350,0.01848571875,0.0547123015873016,12.5,0.0357142857142857,0.453309156844968,7594.49311639549,0.00451263537906137,1,0.000721791125133312,0.00057743290010665,0.000866149350159974,https://www.sciencedirect.com/science/article/pii/S0043164809003986
